cycle,Q_charge_Ah,Q_dis_Ah,coul_eff,energy_eff,Tmax_C,Vmin_V,Vmax_V,Q_model_Ah,R_model_ohm,condition
102,3.886111111111111,3.8722222222222222,0.9964260185847034,1.1324987480161484,26.098092317681978,2.8495522905412347,4.337553699944887,4.837296950558171,0.021963282519395978,baseline_25C_1C
103,3.886111111111111,3.8722222222222222,0.9964260185847034,1.132569798147333,26.099268577154227,2.849440265536388,4.337823670953079,4.836678780106058,0.021986809247239524,baseline_25C_1C
104,3.8833333333333333,3.8694444444444445,0.9964234620886981,1.1326543527266544,26.10053811519749,2.8493280357847515,4.337447031773365,4.835063318394616,0.02201220972845593,baseline_25C_1C
105,3.8805555555555555,3.8666666666666667,0.9964209019327129,1.132705781245928,26.1013457392302,2.8492693535752385,4.337222613885353,4.832649639929107,0.02202837138243794,baseline_25C_1C
106,3.8805555555555555,3.8666666666666667,0.9964209019327129,1.1327654248481085,26.102391550402434,2.8491762858686327,4.337640544035476,4.831390514402612,0.022049288989032335,baseline_25C_1C
107,3.8777777777777778,3.863888888888889,0.9964183381088826,1.1328370967196748,26.10351584436703,2.8490855637333348,4.337436460271451,4.829021207433114,0.022071784528013953,baseline_25C_1C
108,3.8777777777777778,3.863888888888889,0.9964183381088826,1.1329272604531948,26.10506090546944,2.848944513721247,4.337956866961246,4.827553196765589,0.022102687804943805,baseline_25C_1C
109,3.875,3.861111111111111,0.996415770609319,1.1329980817710599,26.10611965362049,2.8488542888767103,4.337580360228677,4.825844370896829,0.022123872414073795,baseline_25C_1C
110,3.875,3.861111111111111,0.996415770609319,1.1330699672237858,26.107325176360646,2.848741293913762,4.3379064505317695,4.825017570734617,0.022147984481161415,baseline_25C_1C
111,3.8722222222222222,3.8583333333333334,0.996413199426112,1.133131771727198,26.108357295401298,2.8486674150503557,4.3378976678284,4.821830517383639,0.022168636543354624,baseline_25C_1C
112,3.8722222222222222,3.8583333333333334,0.996413199426112,1.1331541950779092,26.10887417143778,2.8486343040105644,4.338453129042323,4.8198149170931055,0.022178974759233448,baseline_25C_1C
113,3.8694444444444445,3.8555555555555556,0.9964106245513281,1.13324461162759,26.110298133856308,2.8485141641149316,4.338290333404694,4.817398915122304,0.02220746428492041,baseline_25C_1C
114,3.8694444444444445,3.8555555555555556,0.9964106245513281,1.1333179426485611,26.111568525131414,2.848399645909198,4.338756537204947,4.816039957695622,0.02223287382854546,baseline_25C_1C
115,3.8666666666666667,3.852777777777778,0.9964080459770115,1.1334175731009808,26.11299675677245,2.848262531720308,4.338144491614673,4.81541151598316,0.022261448822560988,baseline_25C_1C
116,3.8666666666666667,3.852777777777778,0.9964080459770115,1.1334496392597297,26.113709582184494,2.848214940950525,4.33885755573662,4.812850962872531,0.02227570630025185,baseline_25C_1C
117,3.863888888888889,3.85,0.9964054636951833,1.1335299595768826,26.114874938498378,2.8481091611450733,4.338354838432321,4.811680379791769,0.022299023502653337,baseline_25C_1C
118,3.863888888888889,3.85,0.9964054636951833,1.1335872817651085,26.116012337427307,2.8480220911162633,4.339190174740438,4.808803919388004,0.02232177303676902,baseline_25C_1C
119,3.861111111111111,3.8472222222222223,0.9964028776978417,1.1336335474103045,26.116669852105773,2.8479707418184397,4.33873449832066,4.807244257535987,0.02233493278221549,baseline_25C_1C
