cycle,Q_charge_Ah,Q_dis_Ah,coul_eff,energy_eff,Tmax_C,Vmin_V,Vmax_V,Q_model_Ah,R_model_ohm,condition
110,3.7111111111111112,3.6944444444444446,0.9955089820359282,1.297412826108784,39.82991080372887,2.6778642516317888,4.489050298750061,4.616914544418783,0.024253626847521588,stress_35C_2C
111,3.7111111111111112,3.6944444444444446,0.9955089820359282,1.297634567701942,39.837031892117416,2.6775720464831454,4.490358758338317,4.61363567636578,0.0242893857315969,stress_35C_2C
112,3.7111111111111112,3.6944444444444446,0.9955089820359282,1.2978829406627082,39.84477046078715,2.67724263859781,4.491607275113591,4.610671327887794,0.02432824532227602,stress_35C_2C
113,3.7055555555555557,3.688888888888889,0.9955022488755623,1.298210668344663,39.8530867612215,2.6768853177356307,4.490803669301681,4.607329432590665,0.024370662028291083,stress_35C_2C
114,3.7,3.683333333333333,0.9954954954954954,1.298582923286392,39.8628265907216,2.676469848332945,4.490261366859221,4.603325850321651,0.024420234172015626,stress_35C_2C
115,3.7,3.683333333333333,0.9954954954954954,1.298862872347756,39.871422486124146,2.6760978991125572,4.491558466247523,4.6003497690452555,0.02446340120146471,stress_35C_2C
116,3.7,3.683333333333333,0.9954954954954954,1.299209954924146,39.881611725234194,2.675632610333668,4.492741913801408,4.598039112251863,0.024514569714357434,stress_35C_2C
117,3.6944444444444446,3.6777777777777776,0.9954887218045112,1.2995432432998333,39.890517488167895,2.6752731034935424,4.492356352822373,4.593351614508349,0.0245599629667559,stress_35C_2C
118,3.6944444444444446,3.6777777777777776,0.9954887218045112,1.2998214464422269,39.89932789773059,2.674905580709385,4.49389156771794,4.589603877592159,0.0246042084547038,stress_35C_2C
119,3.688888888888889,3.672222222222222,0.9954819277108433,1.3001865042573553,39.908438361022405,2.674495896289468,4.492957822744507,4.586821915174415,0.024650637976481257,stress_35C_2C
